GSM1275862,GSM1275863,GSM1275866,GSM1275867
ENSG00000285446,0,0,0,0
ENSG00000217241,628,529,661,416
ENSG00000218153,0,2,0,5
ENSG00000244158,0,0,0,0
ENSG00000234117,0,0,0,0
ENSG00000239964,0,0,0,0
ENSG00000263894,0,0,0,0
ENSG00000204389,875,960,1258,957
ENSG00000233529,0,0,0,0
ENSG00000299738,0,0,0,0
ENSG00000297077,0,0,0,0
ENSG00000228789,0,2,2,0
ENSG00000204528,1,2,0,0
ENSG00000272501,17,13,15,10
ENSG00000298457,0,0,0,0
ENSG00000206344,26,12,28,14
ENSG00000310558,0,0,0,0
ENSG00000168631,0,0,0,0
ENSG00000275714,2,0,2,2
ENSG00000246982,60,36,61,20
ENSG00000306281,1,1,0,0
ENSG00000303658,0,1,0,1
ENSG00000297259,0,0,0,0
ENSG00000224666,0,1,0,1
ENSG00000179165,2,0,0,0
ENSG00000240733,0,0,1,0
ENSG00000230910,0,4,0,0
ENSG00000308231,0,0,0,0
ENSG00000289611,0,0,0,0
ENSG00000294039,0,0,0,0
ENSG00000303637,0,0,1,0
ENSG00000304708,0,0,0,0
ENSG00000219085,1,4,4,2
ENSG00000219881,2,0,2,0
ENSG00000300091,0,0,0,0
ENSG00000289911,0,0,1,0
ENSG00000218617,0,0,0,0
ENSG00000218274,0,0,0,0
ENSG00000307400,0,0,0,0
ENSG00000218048,0,0,0,0
ENSG00000225121,0,0,0,0
ENSG00000307414,0,0,0,0
ENSG00000228506,89,87,129,111
ENSG00000305174,0,0,0,0
ENSG00000303118,0,0,0,0
ENSG00000303160,0,0,0,0
ENSG00000303139,0,0,0,1
ENSG00000303086,0,0,0,0
ENSG00000297627,0,0,0,0
ENSG00000307800,0,0,0,0
ENSG00000285219,17,33,12,15
ENSG00000276019,0,0,0,0
ENSG00000225775,0,0,0,0
ENSG00000112238,0,0,0,0
ENSG00000199303,0,0,0,0
ENSG00000226445,134,117,123,46
ENSG00000233085,0,0,0,0
ENSG00000300167,0,0,0,0
ENSG00000302129,0,0,0,0
ENSG00000294737,17,8,13,9
ENSG00000300132,0,0,0,0
ENSG00000300112,0,0,0,0
ENSG00000226194,6,2,12,8
ENSG00000285887,2,4,13,14
ENSG00000285733,0,0,2,0
ENSG00000272848,41,35,103,43
ENSG00000185127,2578,2381,2920,1986
ENSG00000227704,13,14,18,10
ENSG00000232640,0,0,0,0
ENSG00000266896,9,6,13,9
ENSG00000229214,12,22,11,4
ENSG00000236173,0,0,1,0
ENSG00000287363,9,17,13,4
ENSG00000289216,2,4,1,0
ENSG00000306367,0,0,0,0
ENSG00000229852,180,147,176,64
ENSG00000231332,0,0,0,0
ENSG00000229862,2,2,3,2
ENSG00000289286,2,0,1,0
ENSG00000307148,2,2,1,0
ENSG00000262543,0,0,0,0
ENSG00000218499,0,0,0,0
ENSG00000215878,0,0,0,0
ENSG00000266555,0,0,1,0
ENSG00000274594,0,0,0,0
ENSG00000225177,80,77,131,69
ENSG00000279968,17,12,24,6
ENSG00000299751,0,0,0,0
ENSG00000293184,0,0,0,0
ENSG00000279170,489,519,382,172
ENSG00000301971,0,0,0,0
ENSG00000301948,0,0,1,0
ENSG00000305994,0,0,0,0
ENSG00000306895,0,1,0,0
ENSG00000288751,1,1,0,0
ENSG00000306705,0,0,0,0
ENSG00000272217,24,7,23,12
ENSG00000232940,31,24,58,17
ENSG00000289100,1,3,6,3
ENSG00000310006,0,0,2,0
ENSG00000274259,7,2,9,0
ENSG00000224328,0,0,0,0
ENSG00000272540,3,8,2,0
ENSG00000272273,0,0,0,0
ENSG00000228022,3,1,4,0
ENSG00000298801,0,0,0,0
ENSG00000296065,0,0,0,0
ENSG00000296082,0,0,0,0
ENSG00000214894,0,0,0,0
ENSG00000293879,0,0,0,0
ENSG00000293897,0,0,0,0
ENSG00000237923,0,0,0,0
ENSG00000309681,0,0,0,0
ENSG00000219666,0,0,0,0
ENSG00000218725,0,0,0,0
ENSG00000219302,0,0,0,0
ENSG00000203756,0,0,0,0
ENSG00000303124,0,0,0,0
ENSG00000235781,11,7,7,6
ENSG00000308190,0,0,0,0
ENSG00000290047,15,5,21,11
ENSG00000299812,0,0,0,0
ENSG00000308921,0,1,2,2
ENSG00000218986,0,0,0,0
ENSG00000231276,0,0,0,0
ENSG00000252990,0,0,0,0
ENSG00000281969,4,30,22,19
ENSG00000295369,0,0,3,0
ENSG00000299504,2,0,0,0
ENSG00000303838,2,2,0,0
ENSG00000233941,0,0,0,0
ENSG00000200198,0,0,0,0
ENSG00000269919,0,0,1,0
ENSG00000273744,0,0,0,0
ENSG00000244710,0,0,0,0
ENSG00000252444,0,0,0,0
ENSG00000219776,0,0,0,0
ENSG00000252560,0,0,0,0
ENSG00000299397,0,0,0,0
ENSG00000300831,0,0,0,0
ENSG00000285159,0,0,0,0
ENSG00000203711,4,2,9,6
ENSG00000213076,26,29,48,20
ENSG00000223191,0,0,0,0
ENSG00000303608,0,2,5,0
ENSG00000271913,53,57,84,47
ENSG00000285492,0,0,0,0
ENSG00000306577,0,0,0,0
ENSG00000224478,0,0,0,0
ENSG00000233682,13,4,12,0
ENSG00000296183,0,0,0,0
ENSG00000296199,0,1,0,0
ENSG00000286498,0,0,0,0
ENSG00000287939,0,0,0,0
ENSG00000218350,152,158,147,110
ENSG00000207180,2,0,0,0
ENSG00000233237,265,275,298,220
ENSG00000287380,0,0,0,0
ENSG00000276127,0,1,0,0
ENSG00000230597,0,0,0,0
ENSG00000199094,0,0,0,0
ENSG00000279289,9,20,7,4
ENSG00000294688,0,1,0,0
ENSG00000207827,0,0,0,0
ENSG00000223765,2,2,0,0
ENSG00000306302,0,0,0,0
ENSG00000285963,0,0,0,0
ENSG00000219575,0,0,0,0
ENSG00000218014,1,0,2,3
ENSG00000220685,0,0,0,0
ENSG00000288548,4,4,7,4
ENSG00000219607,173,122,126,68
ENSG00000265083,0,0,0,0
ENSG00000299871,0,2,0,0
ENSG00000220446,0,0,0,0
ENSG00000281706,0,0,3,0
ENSG00000302043,0,0,0,0
ENSG00000302104,0,0,0,0
ENSG00000287252,2,0,6,2
ENSG00000302179,0,0,0,0
ENSG00000296382,0,0,0,0
ENSG00000296400,0,0,0,0
ENSG00000273703,0,1,0,0
ENSG00000296368,1,2,17,0
ENSG00000305770,0,0,0,0
ENSG00000305786,0,0,0,0
ENSG00000226979,0,0,0,0
ENSG00000231297,0,0,0,0
ENSG00000296799,0,0,0,0
ENSG00000288638,0,0,0,0
ENSG00000233365,0,0,0,0
ENSG00000309166,0,0,0,0
ENSG00000309148,0,0,0,0
ENSG00000280850,0,0,0,0
ENSG00000294280,0,0,0,0
ENSG00000287189,0,0,0,0
ENSG00000308813,10,9,15,9
ENSG00000286760,49,32,126,74
ENSG00000261420,0,4,0,4
ENSG00000235272,177,202,259,128
ENSG00000294646,0,0,0,0
ENSG00000287690,0,0,0,0
ENSG00000301701,0,0,0,0
ENSG00000309466,0,0,0,0
ENSG00000302438,0,0,0,2
ENSG00000310338,0,1,2,1
ENSG00000299701,0,2,5,0
ENSG00000289850,26,14,75,30
ENSG00000302123,0,0,0,0
ENSG00000302376,0,0,0,0
ENSG00000213312,264,221,317,150
ENSG00000266680,32,14,38,16
ENSG00000262651,0,0,0,0
ENSG00000213309,14,8,15,6
ENSG00000218813,0,0,0,0
ENSG00000236345,1,2,0,0
ENSG00000219653,0,0,0,0
ENSG00000232120,0,0,0,0
ENSG00000217811,0,0,0,0
ENSG00000293117,0,0,0,0
ENSG00000243828,0,0,0,0
ENSG00000308351,0,0,0,0
ENSG00000293867,0,0,0,0
ENSG00000220483,0,0,0,0
ENSG00000233859,2284,2418,2265,2030
ENSG00000304165,0,0,0,0
ENSG00000298056,0,0,0,0
ENSG00000309260,0,0,0,0
ENSG00000309275,0,0,0,0
ENSG00000218890,47,47,74,26
ENSG00000309285,0,0,0,0
ENSG00000310429,0,2,0,0
ENSG00000231329,3,0,2,4
ENSG00000164440,560,216,338,115
ENSG00000218565,0,0,0,0
ENSG00000301069,0,0,0,0
ENSG00000238099,4,11,19,14
ENSG00000289198,16,0,17,0
ENSG00000231912,0,0,1,0
ENSG00000219758,0,1,0,0
ENSG00000227502,2,4,3,0
ENSG00000175967,10,2,12,2
ENSG00000216723,0,1,0,2
ENSG00000307274,0,0,1,0
ENSG00000289559,2,2,5,4
ENSG00000289047,779,491,694,300
ENSG00000289312,6,4,3,4
ENSG00000309301,0,0,0,0
ENSG00000303904,6,3,0,9
ENSG00000294194,7,6,16,5
ENSG00000305114,2,3,12,2
ENSG00000164379,350,300,364,127
ENSG00000281809,640,387,639,186
ENSG00000275859,0,0,0,0
ENSG00000243439,0,0,2,0
ENSG00000218027,31,24,57,14
ENSG00000306243,0,0,0,0
ENSG00000235535,0,0,0,0
ENSG00000285691,0,0,0,0
ENSG00000285941,0,0,0,0
ENSG00000309839,0,1,0,0
ENSG00000231102,0,0,0,0
ENSG00000298081,0,0,0,0
ENSG00000298067,0,0,0,0
ENSG00000302545,0,0,0,0
ENSG00000299193,0,0,0,0
ENSG00000217746,0,0,0,0
ENSG00000219294,8,12,13,14
ENSG00000265818,0,0,0,0
ENSG00000234763,0,0,0,0
ENSG00000203875,997,932,1603,779
ENSG00000275072,0,0,0,0
ENSG00000310752,0,0,0,0
ENSG00000310751,1,0,1,0
ENSG00000309672,0,0,0,0
ENSG00000309919,0,0,0,0
ENSG00000216863,0,0,0,0
ENSG00000303446,0,0,0,0
ENSG00000261211,0,0,2,0
ENSG00000287497,4,3,6,2
ENSG00000301220,0,4,0,0
ENSG00000301233,0,0,0,0
ENSG00000229017,33,12,54,2
ENSG00000225752,0,0,0,0
ENSG00000310769,0,0,0,0
ENSG00000217495,0,0,0,0
ENSG00000216642,0,0,0,0
ENSG00000217648,2,1,1,0
ENSG00000178233,2,5,4,0
ENSG00000112164,0,0,0,0
ENSG00000112297,243,252,185,171
ENSG00000197261,0,0,0,0
ENSG00000180573,1089,946,2097,889
ENSG00000184530,18,17,12,9
ENSG00000204632,73,56,26,23
ENSG00000286522,0,0,0,0
ENSG00000217030,2,2,2,0
ENSG00000272142,162,183,209,85
ENSG00000271978,36,25,42,30
ENSG00000189241,3188,2267,3464,1894
ENSG00000256162,2,8,6,4
ENSG00000204618,16,22,24,39
ENSG00000204264,716,670,762,421
ENSG00000180822,251,210,292,155
ENSG00000170162,0,0,0,0
ENSG00000124635,132,171,203,115
ENSG00000170950,1,1,0,0
ENSG00000244731,260,137,232,82
ENSG00000124508,391,245,628,287
ENSG00000007944,671,449,953,358
ENSG00000154548,14,24,12,6
ENSG00000243955,0,0,0,0
ENSG00000204525,7666,6403,6289,3310
ENSG00000146282,1059,1076,1519,911
ENSG00000213886,0,0,0,0
ENSG00000204396,18,5,48,15
ENSG00000112701,2441,2016,2765,1674
ENSG00000137310,249,161,233,101
ENSG00000112249,3375,2498,3616,1506
ENSG00000111875,508,402,468,295
ENSG00000132424,6056,5095,7076,3814
ENSG00000057663,865,895,927,787
ENSG00000223501,844,670,937,540
ENSG00000155115,472,399,646,376
ENSG00000112578,301,311,336,182
ENSG00000112697,12418,9928,10193,7251
ENSG00000135541,727,512,1076,430
ENSG00000213719,4826,4666,5654,2894
ENSG00000197062,725,450,1090,357
ENSG00000095981,0,0,0,0
ENSG00000198563,2664,2585,2784,1618
ENSG00000112486,0,0,0,0
ENSG00000111961,5329,5857,6264,3266
ENSG00000065833,1241,819,1379,628
ENSG00000204371,1864,1088,1625,691
ENSG00000274750,132,130,107,54
ENSG00000012660,3560,3164,4559,4001
ENSG00000124562,926,848,991,500
ENSG00000029639,166,111,152,107
ENSG00000251258,0,10,8,0
ENSG00000198945,273,292,316,168
ENSG00000204592,12547,14694,19788,13863
ENSG00000204463,5189,3948,5486,2710
ENSG00000197977,14,12,23,5
ENSG00000168216,1142,943,1571,1027
ENSG00000131015,12,21,38,10
ENSG00000124780,0,0,0,0
ENSG00000047932,3114,2383,3690,1753
ENSG00000096070,1759,1485,1833,1171
ENSG00000198719,839,542,206,87
ENSG00000123505,895,1029,995,678
ENSG00000123545,167,233,239,208
ENSG00000172197,118,66,190,109
ENSG00000137404,281,169,424,163
ENSG00000112812,2,0,2,0
ENSG00000048544,1212,939,1381,885
ENSG00000198833,2167,2540,2408,2029
ENSG00000146085,1579,1502,1524,1107
ENSG00000118420,104,76,82,25
ENSG00000082293,0,2,0,0
ENSG00000118518,2077,1911,2366,1533
ENSG00000096384,16487,11968,20125,8830
ENSG00000137171,544,385,546,254
ENSG00000153294,0,0,0,0
ENSG00000112782,0,0,0,0
ENSG00000016402,32,17,20,6
ENSG00000008018,2444,2221,2674,1679
ENSG00000164430,126,104,111,69
ENSG00000178409,72,81,83,50
ENSG00000204614,0,0,2,0
ENSG00000213079,1442,1119,1800,854
ENSG00000111802,1116,1061,1016,800
ENSG00000181472,1195,887,1708,604
ENSG00000203797,45,15,40,11
ENSG00000119900,1214,1242,1126,1010
ENSG00000146278,3822,4384,3960,3567
ENSG00000233822,12,18,31,13
ENSG00000204227,1496,1291,1489,782
ENSG00000146147,0,0,0,0
ENSG00000124713,25,12,30,12
ENSG00000155111,1750,1160,1657,1024
ENSG00000130024,1685,1678,2045,1262
ENSG00000124762,28084,12318,19395,5266
ENSG00000132429,119,165,165,93
ENSG00000096395,0,1,2,0
ENSG00000135318,9313,5423,9632,2485
ENSG00000204498,453,342,557,214
ENSG00000146070,0,1,0,2
ENSG00000230873,0,1,0,0
ENSG00000196376,0,0,6,0
ENSG00000223865,13,7,174,60
ENSG00000112214,0,2,0,0
ENSG00000204310,248,269,226,173
ENSG00000112320,742,408,829,309
ENSG00000156535,6316,5489,5099,3565
ENSG00000124688,473,551,573,399
ENSG00000184786,86,80,125,75
ENSG00000074935,489,319,707,219
ENSG00000122194,1,0,0,0
ENSG00000120438,2595,2371,2750,1729
ENSG00000124608,968,518,914,236
ENSG00000168438,705,599,784,514
ENSG00000137270,0,0,0,0
ENSG00000146243,251,195,323,168
ENSG00000237649,49,44,39,15
ENSG00000124783,5096,4078,5770,3515
ENSG00000124785,9,2,32,10
ENSG00000204531,4,5,10,2
ENSG00000135341,2232,1913,2763,1615
ENSG00000164694,666,277,906,342
ENSG00000124702,1401,1701,1450,1337
ENSG00000152954,0,0,0,0
ENSG00000056972,789,808,839,578
ENSG00000124541,947,932,1021,533
ENSG00000135317,488,394,667,389
ENSG00000118507,101,179,112,160
ENSG00000025156,449,284,451,231
ENSG00000145945,0,2,1,1
ENSG00000188428,513,354,576,266
ENSG00000112081,3358,3312,3971,2433
ENSG00000185250,132,176,182,96
ENSG00000146112,4408,3771,4572,2427
ENSG00000124733,1194,973,1550,677
ENSG00000130349,343,261,344,187
ENSG00000146233,137,172,232,178
ENSG00000135314,139,126,126,59
ENSG00000197753,16,12,21,24
ENSG00000010810,2413,2411,2337,1335
ENSG00000241370,26,26,30,9
ENSG00000124812,0,0,0,0
ENSG00000066379,99,104,97,35
ENSG00000112706,22,18,17,17
ENSG00000112062,1979,2050,2275,1712
ENSG00000152822,4,3,2,2
ENSG00000157343,31,32,35,18
ENSG00000132423,69,75,66,46
ENSG00000112167,695,588,583,401
ENSG00000164458,0,0,0,0
ENSG00000112029,180,124,207,70
ENSG00000166278,351,237,496,223
ENSG00000009844,1375,1157,1752,961
ENSG00000164663,202,134,160,93
ENSG00000235109,168,62,131,22
ENSG00000112655,13263,9918,15374,8077
ENSG00000215712,574,530,703,447
ENSG00000204290,0,2,0,0
ENSG00000118520,0,2,0,0
ENSG00000111834,13,4,31,5
ENSG00000053328,119,37,158,59
ENSG00000181577,2,0,2,0
ENSG00000029363,3772,3204,4877,2902
ENSG00000172738,95,36,83,14
ENSG00000111911,749,410,912,469
ENSG00000135334,1344,1299,1607,958
ENSG00000112280,0,0,0,0
ENSG00000204520,985,695,1265,472
ENSG00000204701,0,0,0,2
ENSG00000135297,651,513,578,312
ENSG00000034693,478,298,607,254
ENSG00000183807,20,17,7,3
ENSG00000204209,1568,1479,1383,846
ENSG00000187987,611,359,654,255
ENSG00000213654,109,112,189,71
ENSG00000135547,0,2,0,0
ENSG00000118482,3287,2625,4265,2318
ENSG00000204616,0,0,0,0
ENSG00000112234,1102,989,1145,772
ENSG00000198937,10,4,11,3
ENSG00000122335,1225,796,1965,943
ENSG00000112511,2115,1697,2095,1173
ENSG00000204296,2,1,3,0
ENSG00000165097,1049,681,1167,638
ENSG00000197279,9,7,17,5
ENSG00000065609,1,0,0,0
ENSG00000146476,1143,1105,1257,911
ENSG00000198663,9017,7044,11411,5594
ENSG00000197081,21576,17925,21059,11066
ENSG00000124570,3215,2578,3162,1497
ENSG00000146416,1300,819,1638,665
ENSG00000198729,28,28,20,4
ENSG00000243649,187,95,279,110
ENSG00000118495,3080,1991,3458,1651
ENSG00000096264,0,0,0,0
ENSG00000066651,281,200,386,222
ENSG00000124749,189,97,111,130
ENSG00000181315,325,232,339,146
ENSG00000196591,1953,1443,2053,1112
ENSG00000135346,0,8,12,0
ENSG00000171408,1711,1588,1472,507
ENSG00000204267,502,502,698,357
ENSG00000146166,0,0,4,0
ENSG00000096433,2250,2005,3857,2002
ENSG00000137166,550,516,608,380
ENSG00000095970,4,0,0,0
ENSG00000112679,1278,1313,1173,960
ENSG00000111801,1496,845,2006,753
ENSG00000186577,604,499,551,297
ENSG00000112333,0,0,0,0
ENSG00000237441,1685,1401,1537,850
ENSG00000124782,1166,904,1279,784
ENSG00000146242,4746,2910,4074,1620
ENSG00000130023,552,493,768,404
ENSG00000112343,2365,2574,2521,1982
ENSG00000204424,0,0,0,0
ENSG00000203727,1066,483,1104,246
ENSG00000010030,62,29,39,15
ENSG00000118508,1708,1245,1575,683
ENSG00000146360,0,0,0,0
ENSG00000124507,6,4,19,6
ENSG00000146109,501,461,587,298
ENSG00000023892,9,2,11,5
ENSG00000112799,0,0,0,0
ENSG00000112232,0,0,0,0
ENSG00000137409,6325,5393,7591,3836
ENSG00000171462,22,35,30,15
ENSG00000081087,1973,1979,1852,1937
ENSG00000112667,269,248,273,133
ENSG00000174156,0,0,0,0
ENSG00000204574,2072,1930,2338,1434
ENSG00000146072,3230,2777,3052,1726
ENSG00000168143,2,0,2,0
ENSG00000009413,8737,16923,9088,12841
ENSG00000124535,1219,1087,1206,759
ENSG00000055211,2648,2795,3847,2986
ENSG00000057657,220,245,300,465
ENSG00000172348,1320,147,2081,584
ENSG00000135298,4,1,1,0
ENSG00000145990,286,423,265,330
ENSG00000112699,581,371,494,212
ENSG00000155918,2,0,2,0
ENSG00000135525,62,53,108,46
ENSG00000112186,419,262,823,388
ENSG00000060762,486,504,539,469
ENSG00000204385,2,0,2,3
ENSG00000112640,991,854,1147,634
ENSG00000204257,303,233,572,298
ENSG00000001167,817,493,909,384
ENSG00000124641,490,489,547,343
ENSG00000124557,3,2,0,2
ENSG00000065491,571,435,619,258
ENSG00000244067,0,0,0,0
ENSG00000124615,883,1003,846,653
ENSG00000164418,9,10,38,29
ENSG00000161911,0,0,0,0
ENSG00000025039,7,26,13,5
ENSG00000085382,508,390,487,323
ENSG00000226314,70,40,79,27
ENSG00000188112,446,746,669,496
ENSG00000118513,1,0,2,0
ENSG00000204644,0,0,0,0
ENSG00000137265,259,620,204,443
ENSG00000112685,1467,1191,1195,793
ENSG00000164483,23,13,26,6
ENSG00000124493,4,2,2,0
ENSG00000168394,828,734,881,484
ENSG00000198315,2480,1886,3213,1745
ENSG00000175048,452,314,381,144
ENSG00000064999,1027,1016,1369,944
ENSG00000158691,480,388,593,252
ENSG00000171467,1687,1325,1647,869
ENSG00000124564,0,0,0,0
ENSG00000112306,13284,12717,10624,5980
ENSG00000204568,953,827,977,650
ENSG00000178033,1290,1055,1312,1055
ENSG00000112530,7,10,5,5
ENSG00000120437,223,250,245,143
ENSG00000096080,105,110,152,65
ENSG00000164304,0,0,2,0
ENSG00000225921,635,575,800,449
ENSG00000137221,883,819,1080,585
ENSG00000145982,256,243,299,189
ENSG00000161904,1422,1429,1757,1080
ENSG00000157593,3432,3280,3598,2187
ENSG00000137200,1836,1570,1725,1194
ENSG00000164484,2443,952,2501,653
ENSG00000049618,3594,2862,3191,1683
ENSG00000156639,3398,2701,4351,2520
ENSG00000112246,0,0,2,0
ENSG00000051620,1638,1955,1942,1531
ENSG00000131018,4879,4431,5763,2822
ENSG00000065615,533,379,467,245
ENSG00000146425,1180,1039,1212,638
ENSG00000010017,1787,2684,2190,2283
ENSG00000078269,2305,1021,2496,1047
ENSG00000137193,2090,1155,1813,465
ENSG00000111859,1367,2363,2340,3720
ENSG00000146414,678,487,730,243
ENSG00000112499,0,2,0,0
ENSG00000080007,66,34,18,9
ENSG00000153975,209,176,209,181
ENSG00000026297,265,164,333,120
ENSG00000240065,302,230,315,123
ENSG00000120253,906,788,891,563
ENSG00000112761,0,0,6,2
ENSG00000164465,1153,881,1390,486
ENSG00000204305,39,32,47,20
ENSG00000196748,0,1,0,0
ENSG00000261272,0,0,0,0
ENSG00000095951,1055,559,1108,478
ENSG00000135540,1017,1428,1106,794
ENSG00000204252,4,1,0,0
ENSG00000204351,1681,1208,1730,878
ENSG00000124490,0,0,0,0
ENSG00000130347,113,79,147,65
ENSG00000198087,902,828,1061,619
ENSG00000085377,809,1122,948,816
ENSG00000124787,118,106,113,67
ENSG00000111863,15,0,10,13
ENSG00000146038,2,2,8,4
ENSG00000118402,203,146,214,150
ENSG00000112079,2138,2202,2488,1814
ENSG00000007866,2377,3352,2760,2344
ENSG00000164494,717,539,787,391
ENSG00000026950,1674,759,1853,632
ENSG00000130368,2,0,1,2
ENSG00000111885,7683,11322,7585,8890
ENSG00000130363,516,358,681,424
ENSG00000204248,36,23,34,19
ENSG00000164506,2716,3244,2965,2307
ENSG00000224389,99,64,183,80
ENSG00000204655,0,0,0,0
ENSG00000197594,291,605,791,1548
ENSG00000112299,2,0,2,0
ENSG00000135587,112,95,144,81
ENSG00000112137,240,78,164,58
ENSG00000198523,4,2,4,2
ENSG00000112294,9,13,31,12
ENSG00000168830,0,0,0,0
ENSG00000112406,1639,1403,1298,1148
ENSG00000137185,296,191,307,147
ENSG00000168477,14581,6978,17661,6471
ENSG00000096063,588,554,726,451
ENSG00000172469,907,791,945,683
ENSG00000124614,28,14,44,29
ENSG00000214113,682,596,771,468
ENSG00000135597,574,445,575,359
ENSG00000112175,0,0,0,0
ENSG00000204544,0,0,0,0
ENSG00000204356,1246,1032,1389,638
ENSG00000180992,766,548,685,328
ENSG00000112531,4824,5054,5179,3937
ENSG00000204344,224,232,286,183
ENSG00000204308,549,415,509,297
ENSG00000112335,6531,6052,7648,4552
ENSG00000291237,20939,25597,23423,27859
ENSG00000187772,0,0,0,0
ENSG00000137273,4934,3653,5327,1545
ENSG00000240053,61,84,76,52
ENSG00000027697,2271,2671,2358,2093
ENSG00000111843,2471,2239,2342,1754
ENSG00000186340,21710,10882,19078,6273
ENSG00000079691,1211,1920,1296,1881
ENSG00000137207,3023,2847,3607,2237
ENSG00000112282,1325,996,1461,800
ENSG00000204394,1469,1513,1435,793
ENSG00000213588,241,226,312,134
ENSG00000170899,1008,639,1112,500
ENSG00000173612,0,0,0,0
ENSG00000112367,767,547,1029,490
ENSG00000044090,1584,1038,2098,748
ENSG00000111906,939,859,1372,727
ENSG00000188580,0,4,6,7
ENSG00000065060,700,520,720,389
ENSG00000123500,12,12,20,14
ENSG00000196230,27843,10750,26733,5277
ENSG00000112514,1645,1453,1877,811
ENSG00000188107,2,11,8,1
ENSG00000204560,1131,1170,1200,744
ENSG00000096006,0,0,0,0
ENSG00000213722,2504,2231,2954,1330
ENSG00000112130,551,676,740,472
ENSG00000196821,3415,3441,4056,2828
ENSG00000112039,190,198,182,135
ENSG00000204681,925,1085,1231,750
ENSG00000112033,1787,1618,2014,1306
ENSG00000112659,1354,1029,1378,565
ENSG00000124789,1892,1642,1930,1188
ENSG00000172201,95,119,206,85
ENSG00000185760,64,40,135,27
ENSG00000146373,956,1533,1208,1655
ENSG00000135604,10,32,34,103
ENSG00000146426,309,223,394,219
ENSG00000224531,0,1,1,0
ENSG00000153292,0,0,0,0
ENSG00000189007,328,146,492,145
ENSG00000120265,1230,1349,1221,944
ENSG00000112041,0,4,8,5
ENSG00000124784,390,382,435,288
ENSG00000189325,0,0,0,0
ENSG00000198478,390,272,540,256
ENSG00000185345,97,94,135,92
ENSG00000124596,332,353,436,276
ENSG00000137161,956,770,955,562
ENSG00000118418,889,637,975,561
ENSG00000198721,1197,841,1252,621
ENSG00000111907,182,97,922,454
ENSG00000137411,29,56,58,47
ENSG00000119899,1535,1585,2949,2634
ENSG00000137309,4896,3200,5069,2322
ENSG00000118514,6,3,10,2
ENSG00000083123,523,502,567,529
ENSG00000204386,2103,1444,1975,944
ENSG00000079819,11429,9724,16586,6348
ENSG00000112541,51,46,6,3
ENSG00000260286,0,0,0,0
ENSG00000204315,185,143,182,93
ENSG00000273802,23,26,73,18
ENSG00000164520,8,1,32,20
ENSG00000146223,2939,2601,3427,2170
ENSG00000112276,604,817,692,614
ENSG00000146374,176,229,174,109
ENSG00000227057,799,823,818,378
ENSG00000096696,35,19,86,99
ENSG00000204228,93,73,102,47
ENSG00000111912,1813,2364,1847,2170
ENSG00000001561,141,102,411,307
ENSG00000182952,2132,2251,2509,1812
ENSG00000277443,15898,6218,15021,4227
ENSG00000204220,298,355,406,204
ENSG00000135333,2,0,0,0
ENSG00000204713,1725,1527,1649,1032
ENSG00000026652,870,653,647,343
ENSG00000137275,1864,1594,2054,1191
ENSG00000293642,0,0,0,0
ENSG00000124721,0,0,1,0
ENSG00000001036,2846,2152,3410,1702
ENSG00000255587,2,1,7,2
ENSG00000146399,0,0,0,0
ENSG00000204613,0,0,0,0
ENSG00000112379,26,19,20,6
ENSG00000242574,0,4,13,8
ENSG00000146267,8,14,10,0
ENSG00000204287,0,0,2,0
ENSG00000130348,469,366,400,216
ENSG00000120256,807,540,1002,502
ENSG00000153721,501,247,888,337
ENSG00000112293,5,7,3,3
ENSG00000112576,866,1250,854,1074
ENSG00000112245,22,6,14,2
ENSG00000152894,3841,2840,4178,2247
ENSG00000112414,1636,1913,1043,1047
ENSG00000146457,2003,1887,2342,1599
ENSG00000079841,18,23,131,116
ENSG00000227507,0,0,6,0
ENSG00000024048,1773,1538,2006,1341
ENSG00000171611,0,0,0,0
ENSG00000112494,0,0,0,0
ENSG00000112146,1584,1856,2060,1449
ENSG00000204231,2204,1763,2003,1260
ENSG00000137414,3001,2648,3387,2635
ENSG00000112763,969,931,1393,798
ENSG00000130340,8366,4812,7091,3588
ENSG00000146477,7,66,2,4
ENSG00000112319,1532,1015,1316,417
ENSG00000153291,681,842,803,529
ENSG00000030110,185,199,201,139
ENSG00000118407,172,160,128,46
ENSG00000164691,4,3,2,0
ENSG00000146143,518,343,756,354
ENSG00000146409,381,164,312,163
ENSG00000185002,0,0,0,0
ENSG00000124786,1251,997,1349,1029
ENSG00000112218,73,140,79,158
ENSG00000204688,0,0,0,0
ENSG00000234127,1789,1623,1874,1067
ENSG00000112592,251,195,388,180
ENSG00000111837,8,9,19,4
ENSG00000213760,119,115,162,88
ENSG00000112237,810,710,907,708
ENSG00000172461,0,0,0,0
ENSG00000137343,347,190,362,122
ENSG00000183137,514,391,539,307
ENSG00000131019,206,120,332,86
ENSG00000146192,0,0,0,0
ENSG00000013392,372,234,481,263
ENSG00000021355,897,1155,1048,881
ENSG00000111880,522,430,645,442
ENSG00000198670,0,0,0,0
ENSG00000146433,2211,2261,2311,1783
ENSG00000186231,0,0,0,0
ENSG00000137364,586,430,649,312
ENSG00000118689,4767,7614,4408,7538
ENSG00000188994,2442,1911,2689,1306
ENSG00000164442,6263,15859,9080,15140
ENSG00000124664,0,2,0,0
ENSG00000124613,263,184,246,136
